gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_id,HRWLLA_DXA_007_001
pvalue,0.5523739
mouse_strain,C57BL
analysis_id,l88qs52n45bbaa5
mouse_life_stage,E9.5
parameter_name,BMC/Body weight
