gene_symbol,Wars2
parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:1917810
parameter_name,Center average speed
mouse_life_stage,E12.5
pvalue,0.9441691
mouse_strain,C57BL
analysis_id,6m8am1p2x1y1l07
