gene_symbol,Lpgat1
parameter_name,Startle Response
mouse_life_stage,Early adult
pvalue,0.9426332
gene_accession_id,MGI:2446186
analysis_id,42pj202v8gcl568
mouse_strain,C57BL
parameter_id,M-G-P_008_001_013
