gene_symbol,Trpa1
parameter_name,Red blood cell distribution width
analysis_id,58uw92q013rb2g3
parameter_id,IMPC_HEM_027_001
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
pvalue,0.7995644
mouse_strain,C57BL
