gene_symbol,Bach2
mouse_life_stage,Early adult
analysis_id,3i5lq9937048d0s
parameter_name,ST
gene_accession_id,MGI:894679
pvalue,0.5584881
mouse_strain,C57BL
parameter_id,IMPC_ECG_008_001
