mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:108072
parameter_id,MGP_IMM_014_001
pvalue,0.1147306
gene_symbol,Traf6
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,pjads4z41ji96nt
