mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,pye10clbq0da12c
gene_accession_id,MGI:1345282
parameter_id,ICS_FEA_016_001
pvalue,0.6355513
parameter_name,% Freezing duration habituation-1
gene_symbol,Slc30a4
