parameter_id,IMPC_OFD_010_001
pvalue,0.7139756
gene_accession_id,MGI:2444554
mouse_strain,C57BL
gene_symbol,Mapkap1
mouse_life_stage,E12.5
parameter_name,Periphery distance travelled
analysis_id,s43f9zkkz47o1m2
