parameter_id,JAX_OFD_012_001
gene_symbol,Dhdds
parameter_name,Periphery permanence time
pvalue,0.2349158
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914672
analysis_id,fx62e1xqw2r79em
