gene_symbol,Dcaf10
pvalue,0.6543942
gene_accession_id,MGI:2140179
parameter_id,ESLIM_008_001_017
mouse_life_stage,Early adult
analysis_id,7r500l491n94r50
mouse_strain,C57BL
parameter_name,Limb grasping
