parameter_id,JAX_LDT_009_001
mouse_life_stage,E12.5
analysis_id,1isbp7ordj4p1q1
pvalue,0.08873834
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
parameter_name,Percent time in light
mouse_strain,C57BL
