parameter_name,HDL-cholesterol
gene_accession_id,MGI:1914944
pvalue,0.3814403
mouse_life_stage,Early adult
analysis_id,e5ub434s0176f9n
mouse_strain,C57BL
parameter_id,HMGULA_CBC_016_001
gene_symbol,Ift74
