parameter_id,MGP_IMM_048_001
pvalue,0.1003025
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Follicular B cells - % of B2 cells
mouse_life_stage,Middle aged adult
analysis_id,w53otcfc37cw578
gene_symbol,Lpgat1
