gene_symbol,Slc45a3
pvalue,0.4411087
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,9118p3m1w50wszv
parameter_name,Mean cell volume
gene_accession_id,MGI:1922082
parameter_id,ESLIM_016_001_005
