parameter_id,IMPC_ABR_012_001
mouse_strain,C57BL
pvalue,0.928619
analysis_id,2m024odmy66sb70
mouse_life_stage,Late adult
gene_symbol,Frmpd1
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:2446274
