parameter_id,IMPC_DXA_004_001
gene_symbol,Traf6
pvalue,0.3625118
mouse_life_stage,Early adult
analysis_id,1815bym2rib3vcz
gene_accession_id,MGI:108072
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
