parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:2446274
pvalue,0.8744842
analysis_id,hqj9bueeq27vv5h
gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
