pvalue,0.417615
mouse_strain,C57BL
gene_symbol,Mapkap1
analysis_id,jpv7k8d1f291nl7
parameter_id,HMGULA_DYS_024_001
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
parameter_name,Vibrissae - appearance
