gene_symbol,Secisbp2l
pvalue,0.2841482
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_strain,C57BL
parameter_id,MGP_IMM_006_001
analysis_id,6401mzr00k1ap89
