gene_symbol,Kdm4c
mouse_strain,C57BL
parameter_name,Number of rears - total
mouse_life_stage,Early adult
analysis_id,b42h2tpw5g8piqq
gene_accession_id,MGI:1924054
pvalue,0.1811683
parameter_id,IMPC_OFD_021_001
