gene_symbol,Ivd
parameter_id,HRWLLA_OFD_017_001
mouse_strain,C57BL
pvalue,0.5209678
mouse_life_stage,Early adult
gene_accession_id,MGI:1929242
analysis_id,3h1g53am6e8id21
parameter_name,Center average speed
