gene_symbol,Snap23
parameter_id,IMPC_EYE_062_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,3oo8809t550077r
pvalue,0.2881602
gene_accession_id,MGI:109356
parameter_name,Right total retinal thickness
