gene_symbol,Tatdn3
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Early adult
pvalue,0.4109098
parameter_name,Clavicle
mouse_strain,C57BL
analysis_id,g2cu63pam02h4e1
gene_accession_id,MGI:1916222
