parameter_id,UCD_OWT_003_001
pvalue,0.8323
gene_accession_id,MGI:88461
analysis_id,gp3m73j0pcd296d
parameter_name,Spleen weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Col6a3
