gene_symbol,Hpca
pvalue,0.9832191
parameter_id,ESLIM_016_001_005
analysis_id,0qs26131m360670
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_name,Mean cell volume
