gene_symbol,Mecom
parameter_id,MGP_CSD_025_001
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
mouse_strain,C52BL
pvalue,0.4121507
analysis_id,9x8djr984l6h1gz
parameter_name,Ventral coat/hair presence
