gene_symbol,Tiprl
parameter_id,MGP_IMM_028_001
analysis_id,ta7n733t95zmlm7
mouse_life_stage,E12.5
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
pvalue,0.5468369
gene_accession_id,MGI:1915087
