gene_symbol,Fgb
pvalue,0.6372601
parameter_name,Phosphorus
gene_accession_id,MGI:99501
mouse_strain,C57BL
analysis_id,q47k114810q45xx
parameter_id,HMGULA_CBC_010_001
mouse_life_stage,E12.5
