parameter_name,Prepulse inhibition - PP2
pvalue,0.07627187
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1919107
gene_symbol,Slc17a9
analysis_id,64eze3cur701r26
parameter_id,ESLIM_011_001_702
