gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
analysis_id,94bofb6oho5j8z4
pvalue,0.6291409
parameter_id,MGP_MLN_074_001
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
