gene_symbol,DCAF10
parameter_id,ESLIM_011_001_703
parameter_name,Prepulse inhibition - PP3
gene_accession_id,MGI:2140179
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9496143
analysis_id,1c983byzd5r1uq5
