mouse_strain,C57BL
parameter_id,MGP_PBI_031_001
parameter_name,KLRG1+ mature NK cell number
pvalue,0.4281601
mouse_life_stage,E12.5
analysis_id,602ry5dt4foj297
gene_accession_id,MGI:95835
gene_symbol,Hspa5
