mouse_strain,C57BL
parameter_name,Effector gd T cells - % of gd T cells
gene_symbol,Lpgat1
pvalue,0.4828508
analysis_id,62tg5963xm294xw
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_020_001
