pvalue,0.4460782
analysis_id,m9jj8ctl6d0d2kc
mouse_strain,129SV
parameter_id,GMC_906_001_005
gene_symbol,Ddx27
parameter_name,Potassium
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
