parameter_id,MGP_CSD_064_001
pvalue,0.6824687
analysis_id,62wqz3i9qr0w1i0
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Head morphology
gene_symbol,Eprs1
