parameter_name,Total cholesterol
gene_accession_id,MGI:2448481
pvalue,0.48844
analysis_id,m8pd83e309zueil
gene_symbol,Mgst2
parameter_id,IMPC_CBC_015_001
mouse_strain,C57BL
mouse_life_stage,Early adult
