gene_symbol,Eprs1
parameter_name,Persistence of hyaloid vascular system
analysis_id,vduo1y6pcr7t53t
parameter_id,IMPC_EYE_027_001
pvalue,0.4614994
mouse_life_stage,E12.5
gene_accession_id,MGI:97838
mouse_strain,C57BL
