parameter_id,MGP_PBI_014_001
gene_symbol,Ints7
mouse_life_stage,E9.5
parameter_name,B cell percentage
analysis_id,b0l1e0k37dq5q1y
mouse_strain,C57BL
gene_accession_id,MGI:1924315
pvalue,0.8593211
