gene_symbol,Tiprl
parameter_name,Monocyte percentage
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,4961532yetq7dsn
gene_accession_id,MGI:1915087
parameter_id,MGP_PBI_016_001
pvalue,0.3974052
