parameter_id,MGP_IMM_066_001
analysis_id,0ywk69sm11iwhqh
gene_symbol,Wars2
parameter_name,CD11b-high cDC - % of cDC
pvalue,0.826307
mouse_strain,C57BL
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
