parameter_name,Tibia length
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_XRY_033_001
gene_accession_id,MGI:1346088
analysis_id,1w52juw323d987i
gene_symbol,Cd52
pvalue,0.6935751
