parameter_id,M-G-P_014_001_009
pvalue,0.3472734
mouse_life_stage,Early adult
parameter_name,lens
gene_accession_id,MGI:2385884
analysis_id,gb7pkeemicq470p
mouse_strain,C57BL
gene_symbol,Ddx27
