parameter_id,IMPC_GEL_011_001
parameter_name,Embryo turning
analysis_id,6xw5p1bij0wm142
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
pvalue,0.2081607
gene_accession_id,MGI:1913576
mouse_strain,C57BL
