parameter_id,IMPC_CBC_008_001
pvalue,0.7840704
gene_accession_id,MGI:107566
mouse_strain,C57BL
gene_symbol,Kifap3
analysis_id,0n77zd99k5e938m
parameter_name,Total bilirubin
mouse_life_stage,Early adult
