mouse_life_stage,E18.5
pvalue,0.6806251
analysis_id,g1dk75x8r0anr0b
parameter_name,Delayed embryonic development
gene_symbol,Ola1
mouse_strain,C57BL
parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:1914309
