gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
parameter_id,MGP_MLN_014_001
pvalue,0.3129071
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,b9gnb6c9s2pq652
mouse_life_stage,Late adult
mouse_strain,C57BL
