mouse_life_stage,Early adult
pvalue,0.5640719
gene_symbol,Fgb
gene_accession_id,MGI:99501
analysis_id,9545o60rfn64lk3
mouse_strain,C57BL
parameter_name,Lens Opacity
parameter_id,IMPC_EYE_017_001
