parameter_id,IMPC_GEP_017_001
gene_symbol,Frmpd1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Facial Morphology
pvalue,0.2408315
analysis_id,1u607v7k8f3g424
