gene_symbol,Zmynd19
parameter_name,Head coat/hair presence
mouse_life_stage,Early adult
parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:1914437
mouse_strain,C57BL
analysis_id,6h67c23vk230u71
pvalue,0.3545528
