parameter_name,Distance travelled - total
pvalue,0.5730995
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_020_001
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
gene_symbol,Tiprl
analysis_id,8qfw37t5234t45g
