mouse_life_stage,E15.5
pvalue,0.3736717
analysis_id,9dm47413t7i731c
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_id,MGP_IMM_007_001
gene_symbol,Mecom
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
