gene_symbol,Fgb
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:99501
analysis_id,rkmuatjm0b69hlm
parameter_id,MGP_MLN_071_001
mouse_strain,C57BL
pvalue,0.6636521
