parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:99605
parameter_name,Startle response
gene_symbol,Cntfr
analysis_id,055502g7xgt8xa6
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.8587271
