parameter_id,MGP_PBI_040_001
analysis_id,4008g4b3e1hgz48
pvalue,0.5397489
parameter_name,Eosinophil number
mouse_life_stage,E12.5
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
mouse_strain,C57BL
