gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
parameter_id,IMPC_HEM_031_001
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
pvalue,0.8497039
analysis_id,rv96i094752v80p
mouse_life_stage,Early adult
