parameter_id,IMPC_IMM_047_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3lws57b53358a9d
pvalue,0.2126577
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
parameter_name,DN CD44+CD62L+ NKT cells
