Parameter_id,IMPC_XRY_025_001
Pvalue,0.2281411
Mouse_life_stage,Late adult
Parameter_name,Tibia
Gene_accession_id,MGI:2140475
Analysis_id,3u51vc3a16zy9yt
Gene_symbol,AU040320
mouse_strain,C57BL
