parameter_id,IMPC_CSD_028_001
gene_symbol,Nanp
mouse_strain,C57BL
analysis_id,394wp18vlj0tm80
gene_accession_id,MGI:1914561
pvalue,0.07636642
parameter_name,Snout size
mouse_life_stage,Early adult
