parameter_name,Startle response
mouse_life_stage,Early adult
gene_accession_id,MGI:108072
parameter_id,IMPC_CSD_036_001
analysis_id,115332218vf44xi
gene_symbol,Traf6
pvalue,0.9989562
mouse_strain,C57BL
