gene_symbol,Plcb1
mouse_strain,C57BL
pvalue,0.7950152
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
analysis_id,1i9m0er4sk89280
parameter_id,IMPC_CBC_025_001
parameter_name,LDL-cholesterol
