gene_symbol,Fgb
mouse_life_stage,E15.5
pvalue,0.4114693
analysis_id,x8ez2uly44u7k12
gene_accession_id,MGI:99501
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_strain,C57BL
parameter_id,MGP_BMI_014_001
