gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
parameter_name,Magnesium
parameter_id,M-G-P_025_001_030
pvalue,0.7312573
analysis_id,223oczxp28zoi4u
