parameter_name,Lean mass
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
analysis_id,sg1031y2g89931e
pvalue,0.6573131
mouse_strain,C57BL
parameter_id,IMPC_DXA_003_001
gene_symbol,Fgb
