gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_name,Hindlimbs - shape
mouse_life_stage,Early adult
gene_accession_id,MGI:2685277
parameter_id,JAXLA_CSD_021_001
analysis_id,p8i1z151628sxl6
pvalue,0.8695376
